review_id,product_id,rating,review_title,review_text,review_date,reviewer_name,verified_purchase,helpful_votes
R0000559,P0000059,4,Wi-fi range is great,Wi-fi range is excellent and performance is solid.,2025-07-11,Meera M.,0,230
R0000560,P0001876,5,Fit is great,Fit is reliable and refresh rate is reliable.,2025-08-23,Karan F.,Yes,79
R0000561,P0001728,3,Camera is mediocre,Camera is mediocre and contrast is excellent.,2025-07-23,Rahul F.,False,210
R0000562,P0001008,1,Display is poor,Display is excellent and ergonomics is excellent.,2024-04-23,Ira R.,1,48
R0000563,P0000127,5,Hdr is poor,Hdr is underwhelming and build quality is reliable.,2025-09-12,Anil K.,Yes,132
R0000564,P0000330,1,Bluetooth connectivity is solid,Bluetooth connectivity is reliable and comfort is solid.,2023-07-07,Anaya Q.,0,20
R0000565,P0000374,1,Noise cancellation is great,Noise cancellation is reliable and charging speed is inconsistent.,2024-03-28,Sara A.,0,240
R0000566,P0000412,4,Image quality is mediocre,Image quality is underwhelming and build quality is reliable.,2024-12-21,Vikram M.,True,180
R0000567,P0000271,3,Software is mediocre,Software is underwhelming and battery life is weak.,2025-06-18,Rohan S.,1,199
R0000568,P0000855,4,Ergonomics is poor,Ergonomics is excellent and display is reliable.,2024-05-18,Anaya P.,Yes,65
R0000569,P0001124,2,Wi-fi range is great,Wi-fi range is top-notch and ergonomics is reliable.,2025-08-23,Diya Z.,0,97
R0000570,P0000406,2,Refresh rate is solid,Refresh rate is reliable and display is inconsistent.,2024-05-28,Vihaan R.,0,175
R0000571,P0001033,4,Comfort is great,Comfort is reliable and refresh rate is excellent.,2024-07-10,Aditi M.,Yes,1
R0000572,P0001242,4,Performance is mediocre,Performance is mediocre and battery life is weak.,2023-11-06,Rahul L.,No,94
R0000573,P0001548,4,Camera is great,Camera is excellent and image quality is reliable.,2024-09-25,Karan D.,Yes,181
R0000574,P0001988,4,Image quality is poor,Image quality is top-notch and display is weak.,2023-12-09,Aryan J.,True,62
R0000575,P0001527,2,Heart rate accuracy is poor,Heart rate accuracy is reliable and display is weak.,2025-02-24,Tanvi J.,False,62
R0000576,P0000910,4,Port selection is impressive,Port selection is underwhelming and build quality is reliable.,2024-03-15,Vikram Y.,True,76
R0000577,P0000335,5,Charging speed is mediocre,Charging speed is mediocre and performance is excellent.,2024-11-08,Meera A.,False,92
R0000578,P0001637,5,Noise cancellation is poor,Noise cancellation is top-notch and image quality is reliable.,2023-11-28,Aryan X.,Yes,59
R0000579,P0001065,5,Fit is mediocre,Fit is excellent and image quality is solid.,2023-09-18,Ritu C.,Yes,79
R0000580,P0000082,5,Notifications is impressive,Notifications is underwhelming and ergonomics is inconsistent.,2024-05-02,Karan X.,1,52
R0000581,P0001889,5,Hdr is mediocre,Hdr is excellent and performance is solid.,2025-06-18,Tanvi D.,0,162
R0000582,P0000994,4,Port selection is poor,Port selection is underwhelming and Bluetooth connectivity is inconsistent.,2023-10-20,Ira C.,1,194
R0000583,P0000054,4,Ergonomics is poor,Ergonomics is top-notch and display is weak.,2024-12-06,Vikram N.,1,116
R0000584,P0000360,3,Heart rate accuracy is solid,Heart rate accuracy is excellent and fit is inconsistent.,2023-02-22,Nikhil Q.,False,106
R0000585,P0000973,1,Wi-fi range is great,Wi-fi range is underwhelming and comfort is weak.,2024-07-02,Sneha Q.,0,147
R0000586,P0001676,4,Hdr is mediocre,Hdr is excellent and Bluetooth connectivity is inconsistent.,2025-11-12,Aryan Y.,0,220
R0000587,P0001645,4,Refresh rate is solid,Refresh rate is top-notch and charging speed is inconsistent.,2024-12-30,Rohan N.,0,215
R0000588,P0000215,2,Image quality is poor,Image quality is reliable and display is solid.,2025-04-06,Anil C.,1,228
R0000589,P0000562,4,Software is great,Software is reliable and battery life is inconsistent.,2024-04-23,Ira U.,No,228
R0000590,P0001750,3,Comfort is poor,Comfort is mediocre and camera is excellent.,2025-03-27,Sana U.,No,187
R0000591,P0000975,4,Fit is great,Fit is reliable and camera is inconsistent.,2024-03-03,Aditi J.,0,116
R0000592,P0000628,5,Camera is poor,Camera is top-notch and fit is reliable.,2025-03-18,Meera W.,False,202
R0000593,P0001340,4,Camera is great,Camera is underwhelming and fit is inconsistent.,2024-11-24,Meera T.,No,233
R0000594,P0001306,4,Bluetooth connectivity is mediocre,Bluetooth connectivity is reliable and noise cancellation is solid.,2025-10-01,Sara Q.,0,204
R0000595,P0000624,5,Notifications is impressive,Notifications is excellent and camera is weak.,2023-05-16,Sara N.,True,222
R0000596,P0000027,4,Comfort is mediocre,Comfort is excellent and contrast is weak.,2025-05-23,Rohan A.,No,93
R0000597,P0000178,5,Image quality is great,Image quality is reliable and video stabilization is weak.,2025-10-18,Ira W.,Yes,39
R0000598,P0001306,2,Fit is mediocre,Fit is excellent and performance is excellent.,2023-09-15,Karan B.,1,86
R0000599,P0000227,3,Ergonomics is great,Ergonomics is mediocre and HDR is solid.,2023-10-16,Kavya I.,False,155
R0000600,P0000905,4,Charging speed is great,Charging speed is excellent and noise cancellation is inconsistent.,2023-11-02,Karan C.,Yes,89
R0000601,P0000864,1,Wi-fi range is solid,Wi-fi range is mediocre and battery life is excellent.,2023-02-07,Vihaan Q.,True,175
R0000602,P0001084,3,Performance is solid,Performance is reliable and Bluetooth connectivity is reliable.,2024-02-20,Aditi G.,0,159
R0000603,P0000619,4,Contrast is solid,Contrast is excellent and noise cancellation is reliable.,2023-09-17,Sana C.,No,216
R0000604,P0001842,4,Contrast is mediocre,Contrast is top-notch and heart rate accuracy is inconsistent.,2024-04-12,Aryan L.,1,84
R0000605,P0001771,5,Software is great,Software is underwhelming and heart rate accuracy is excellent.,2025-05-19,Sara Y.,0,216
R0000606,P0000522,3,Notifications is poor,Notifications is excellent and heart rate accuracy is inconsistent.,2023-04-26,Vikram S.,True,155
R0000607,P0000164,5,Bluetooth connectivity is solid,Bluetooth connectivity is top-notch and fit is weak.,2023-03-20,Kavya O.,False,166
R0000608,P0001207,3,Noise cancellation is mediocre,Noise cancellation is underwhelming and comfort is weak.,2025-10-12,Rahul O.,Yes,249
R0000609,P0001924,5,Battery life is impressive,Battery life is underwhelming and port selection is weak.,2023-12-02,Karan C.,1,151
R0000610,P0001513,1,Ergonomics is solid,Ergonomics is excellent and heart rate accuracy is solid.,2023-11-05,Aditi B.,0,227
R0000611,P0001869,4,Charging speed is mediocre,Charging speed is reliable and battery life is solid.,2024-09-19,Sneha Y.,False,100
R0000612,P0000140,4,Image quality is solid,Image quality is underwhelming and display is solid.,2024-03-01,Tanvi E.,False,229
R0000613,P0000816,4,Comfort is solid,Comfort is excellent and noise cancellation is weak.,2025-09-28,Kavya E.,True,109
R0000614,P0001089,5,Display is poor,Display is underwhelming and refresh rate is excellent.,2025-06-20,Diya N.,True,137
R0000615,P0000187,4,Image quality is great,Image quality is excellent and camera is weak.,2025-07-13,Diya K.,1,234
R0000616,P0001661,5,Notifications is impressive,Notifications is underwhelming and performance is solid.,2025-10-19,Priya A.,False,226
R0000617,P0000212,3,Hdr is mediocre,Hdr is mediocre and heart rate accuracy is weak.,2024-03-19,Ira B.,1,160
R0000618,P0000357,3,Battery life is mediocre,Battery life is mediocre and image quality is reliable.,2025-10-11,Anil O.,True,199
R0000619,P0000995,3,Camera is solid,Camera is excellent and video stabilization is reliable.,2023-11-25,Aditi V.,True,70
R0000620,P0000995,2,Software is poor,Software is reliable and port selection is solid.,2024-08-26,Ira D.,0,219
R0000621,P0001293,4,Contrast is great,Contrast is excellent and software is reliable.,2025-02-05,Diya C.,False,13
R0000622,P0001847,4,Wi-fi range is great,Wi-fi range is excellent and performance is weak.,2023-06-30,Rahul N.,No,214
R0000623,P0000994,1,Build quality is great,Build quality is excellent and HDR is solid.,2023-03-09,Rahul B.,No,119
R0000624,P0000215,3,Comfort is great,Comfort is excellent and battery life is reliable.,2024-06-09,Ira D.,True,141
R0000625,P0001427,3,Software is mediocre,Software is excellent and fit is reliable.,2023-02-11,Sara F.,0,210
R0000626,P0001956,5,Notifications is poor,Notifications is underwhelming and comfort is excellent.,2025-11-12,Sara G.,False,98
R0000627,P0001567,5,Image quality is poor,Image quality is excellent and ergonomics is inconsistent.,2023-05-24,Vihaan M.,1,160
R0000628,P0001439,4,Comfort is great,Comfort is reliable and port selection is inconsistent.,2025-11-30,Aryan U.,No,58
R0000629,P0000794,5,Wi-fi range is impressive,Wi-fi range is reliable and software is excellent.,2024-05-23,Tanvi W.,Yes,8
R0000630,P0001756,4,Bluetooth connectivity is solid,Bluetooth connectivity is underwhelming and notifications is reliable.,2024-02-29,Sara M.,False,45
R0000631,P0001176,4,Hdr is great,Hdr is underwhelming and heart rate accuracy is inconsistent.,2025-05-21,Rohan A.,1,3
R0000632,P0000084,4,Video stabilization is impressive,Video stabilization is top-notch and port selection is weak.,2023-05-09,Vikram Z.,True,206
R0000633,P0000815,3,Bluetooth connectivity is poor,Bluetooth connectivity is top-notch and port selection is inconsistent.,2025-05-14,Kavya N.,1,139
R0000634,P0000433,4,Camera is mediocre,Camera is excellent and ergonomics is solid.,2023-06-21,Sneha V.,0,56
R0000635,P0000335,5,Battery life is solid,Battery life is reliable and contrast is inconsistent.,2024-07-30,Sana U.,True,85
R0000636,P0001184,4,Hdr is mediocre,Hdr is excellent and fit is inconsistent.,2023-06-07,Tanvi Q.,0,126
R0000637,P0001325,3,Noise cancellation is mediocre,Noise cancellation is underwhelming and fit is reliable.,2023-01-03,Aditi I.,0,137
R0000638,P0001527,5,Camera is impressive,Camera is reliable and refresh rate is excellent.,2025-05-27,Sneha G.,True,17
R0000639,P0000381,4,Battery life is mediocre,Battery life is mediocre and charging speed is solid.,2023-01-04,Farhan N.,0,71
R0000640,P0001443,5,Comfort is mediocre,Comfort is underwhelming and Wi-Fi range is weak.,2023-12-09,Anil E.,False,80
R0000641,P0000598,5,Comfort is impressive,Comfort is top-notch and noise cancellation is inconsistent.,2023-11-13,Ritu I.,0,204
R0000642,P0000753,5,Build quality is great,Build quality is top-notch and image quality is solid.,2023-08-11,Aditi T.,No,49
R0000643,P0000563,3,Noise cancellation is great,Noise cancellation is top-notch and contrast is weak.,2023-07-19,Tanvi N.,No,63
R0000644,P0000779,5,Performance is impressive,Performance is reliable and HDR is reliable.,2025-08-04,Aarav H.,False,29
R0000645,P0000325,3,Video stabilization is solid,Video stabilization is reliable and performance is inconsistent.,2023-11-19,Rohan D.,Yes,242
R0000646,P0001381,3,Noise cancellation is poor,Noise cancellation is underwhelming and software is inconsistent.,2025-08-17,Diya G.,0,1
R0000647,P0000171,3,Fit is mediocre,Fit is reliable and Wi-Fi range is inconsistent.,2025-08-21,Diya O.,Yes,76
R0000648,P0001262,5,Ergonomics is impressive,Ergonomics is top-notch and notifications is reliable.,2023-10-22,Vihaan W.,True,136
R0000649,P0000356,3,Camera is mediocre,Camera is underwhelming and ergonomics is excellent.,2025-04-08,Priya Y.,No,196
R0000650,P0001721,1,Camera is great,Camera is mediocre and display is reliable.,2023-11-23,Ira Z.,0,214
R0000651,P0001879,1,Comfort is mediocre,Comfort is top-notch and battery life is solid.,2025-01-14,Nikhil R.,True,100
R0000652,P0000814,3,Battery life is poor,Battery life is top-notch and ergonomics is reliable.,2025-07-14,Kavya U.,Yes,11
R0000653,P0000076,5,Performance is solid,Performance is reliable and charging speed is reliable.,2023-11-27,Anaya Z.,1,89
R0000654,P0000730,5,Display is mediocre,Display is excellent and performance is excellent.,2024-02-17,Sana G.,1,233
R0000655,P0001461,1,Hdr is poor,Hdr is excellent and software is reliable.,2025-11-20,Karan N.,No,18
R0000656,P0001111,1,Ergonomics is poor,Ergonomics is excellent and port selection is inconsistent.,2025-08-22,Rohan U.,No,117
R0000657,P0001853,4,Image quality is poor,Image quality is excellent and performance is weak.,2025-02-23,Nikhil I.,Yes,153
R0000658,P0001641,5,Build quality is impressive,Build quality is reliable and ergonomics is solid.,2024-03-10,Aditi X.,No,101
R0000659,P0000635,5,Port selection is impressive,Port selection is top-notch and camera is solid.,2024-05-18,Aditi A.,True,53
R0000660,P0001627,4,Camera is solid,Camera is reliable and heart rate accuracy is reliable.,2023-02-28,Aditi U.,No,80
R0000661,P0001533,3,Charging speed is poor,Charging speed is mediocre and performance is excellent.,2024-10-01,Vikram F.,0,49
R0000662,P0000676,3,Contrast is mediocre,Contrast is mediocre and display is weak.,2025-10-08,Vihaan X.,No,201
R0000663,P0001270,4,Video stabilization is poor,Video stabilization is mediocre and performance is weak.,2025-10-03,Sara A.,False,87
R0000664,P0000191,2,Fit is mediocre,Fit is underwhelming and video stabilization is reliable.,2025-07-24,Karan W.,True,182
R0000665,P0001765,2,Contrast is solid,Contrast is excellent and HDR is solid.,2025-08-17,Rahul K.,False,191
R0000666,P0000932,5,Battery life is poor,Battery life is reliable and Wi-Fi range is reliable.,2023-11-17,Aarav V.,False,67
R0000667,P0001406,4,Ergonomics is great,Ergonomics is top-notch and fit is inconsistent.,2024-05-30,Farhan Z.,No,188
R0000668,P0000176,5,Comfort is poor,Comfort is top-notch and software is excellent.,2023-03-29,Meera S.,0,163
R0000669,P0001374,5,Notifications is solid,Notifications is top-notch and software is weak.,2025-02-06,Priya G.,False,162
R0000670,P0000086,4,Heart rate accuracy is solid,Heart rate accuracy is mediocre and Bluetooth connectivity is inconsistent.,2025-02-27,Meera D.,No,83
R0000671,P0000072,2,Display is solid,Display is excellent and performance is excellent.,2025-04-27,Aarav T.,0,230
R0000672,P0001206,2,Camera is poor,Camera is top-notch and refresh rate is weak.,2024-03-20,Aryan A.,0,225
R0000673,P0000114,5,Battery life is poor,Battery life is excellent and noise cancellation is excellent.,2024-04-16,Meera S.,0,191
R0000674,P0000874,1,Bluetooth connectivity is solid,Bluetooth connectivity is excellent and ergonomics is reliable.,2023-11-17,Ritu K.,0,25
R0000675,P0000471,2,Video stabilization is mediocre,Video stabilization is excellent and battery life is weak.,2024-09-05,Rohan D.,Yes,89
R0000676,P0001153,3,Display is poor,Display is underwhelming and port selection is solid.,2025-03-06,Sana K.,Yes,78
R0000677,P0000200,5,Hdr is mediocre,Hdr is excellent and charging speed is excellent.,2024-03-10,Sara X.,Yes,39
R0000678,P0000656,5,Noise cancellation is great,Noise cancellation is excellent and Wi-Fi range is solid.,2025-07-06,Sana F.,True,11
R0000679,P0000113,2,Comfort is great,Comfort is excellent and notifications is weak.,2023-04-09,Diya O.,False,152
R0000680,P0000819,4,Comfort is impressive,Comfort is underwhelming and contrast is solid.,2024-07-02,Tanvi D.,Yes,107
R0000681,P0000811,4,Noise cancellation is solid,Noise cancellation is excellent and refresh rate is inconsistent.,2024-11-01,Aarav R.,Yes,142
R0000682,P0000352,4,Refresh rate is poor,Refresh rate is mediocre and battery life is weak.,2025-06-25,Karan E.,Yes,8
R0000683,P0001653,3,Image quality is mediocre,Image quality is top-notch and heart rate accuracy is weak.,2025-09-20,Diya S.,Yes,159
R0000684,P0001827,2,Noise cancellation is great,Noise cancellation is excellent and battery life is solid.,2023-07-03,Vihaan Q.,Yes,56
R0000685,P0000144,5,Charging speed is great,Charging speed is top-notch and video stabilization is solid.,2023-12-23,Diya A.,0,71
R0000686,P0000137,5,Software is impressive,Software is excellent and performance is excellent.,2024-05-09,Ira O.,True,131
R0000687,P0001933,5,Battery life is mediocre,Battery life is reliable and build quality is solid.,2024-05-12,Sneha Y.,0,171
R0000688,P0000873,5,Software is great,Software is top-notch and Bluetooth connectivity is excellent.,2025-06-03,Vihaan J.,1,19
R0000689,P0000033,4,Hdr is mediocre,Hdr is top-notch and refresh rate is inconsistent.,2025-08-05,Vikram S.,0,36
R0000690,P0001724,5,Charging speed is impressive,Charging speed is excellent and contrast is weak.,2024-03-03,Vikram X.,No,185
R0000691,P0001644,5,Noise cancellation is solid,Noise cancellation is reliable and display is reliable.,2025-04-13,Karan W.,Yes,84
R0000692,P0001029,5,Bluetooth connectivity is impressive,Bluetooth connectivity is top-notch and ergonomics is reliable.,2025-03-14,Sara N.,False,209
R0000693,P0001975,4,Wi-fi range is great,Wi-fi range is top-notch and noise cancellation is reliable.,2025-06-11,Rahul D.,0,15
R0000694,P0000436,4,Performance is mediocre,Performance is top-notch and image quality is weak.,2025-01-07,Diya W.,No,81
R0000695,P0001597,4,Refresh rate is mediocre,Refresh rate is reliable and software is excellent.,2023-11-16,Diya T.,No,75
R0000696,P0001116,3,Image quality is great,Image quality is excellent and charging speed is reliable.,2023-07-21,Anaya V.,1,55
R0000697,P0000083,1,Port selection is solid,Port selection is top-notch and Wi-Fi range is excellent.,2025-12-01,Sana N.,No,78
R0000698,P0000102,4,Notifications is impressive,Notifications is excellent and software is reliable.,2025-02-21,Aryan T.,0,213
R0000699,P0001626,3,Wi-fi range is poor,Wi-fi range is reliable and camera is reliable.,2023-11-03,Rohan B.,0,10
R0000700,P0000336,4,Performance is great,Performance is top-notch and ergonomics is excellent.,2023-09-22,Diya Q.,0,102
R0000701,P0000392,4,Port selection is mediocre,Port selection is top-notch and Wi-Fi range is reliable.,2025-10-01,Farhan Q.,Yes,146
R0000702,P0001734,4,Port selection is mediocre,Port selection is reliable and ergonomics is excellent.,2025-04-14,Ritu R.,True,155
R0000703,P0000580,3,Ergonomics is great,Ergonomics is underwhelming and camera is solid.,2023-08-22,Anaya G.,Yes,48
R0000704,P0000709,5,Heart rate accuracy is mediocre,Heart rate accuracy is mediocre and noise cancellation is reliable.,2023-06-22,Rahul Q.,No,100
R0000705,P0001914,4,Hdr is impressive,Hdr is underwhelming and battery life is weak.,2024-02-16,Karan T.,1,101
R0000706,P0001176,4,Heart rate accuracy is solid,Heart rate accuracy is mediocre and Bluetooth connectivity is weak.,2024-01-10,Farhan Z.,0,139
R0000707,P0000906,3,Display is great,Display is excellent and notifications is weak.,2025-01-08,Vihaan X.,0,32
R0000708,P0001844,2,Battery life is solid,Battery life is underwhelming and contrast is inconsistent.,2023-10-23,Aarav G.,True,59
R0000709,P0000361,5,Bluetooth connectivity is mediocre,Bluetooth connectivity is mediocre and notifications is solid.,2025-02-03,Aryan A.,True,221
R0000710,P0001149,5,Port selection is poor,Port selection is top-notch and build quality is excellent.,2024-09-05,Kavya W.,1,147
R0000711,P0001257,3,Noise cancellation is poor,Noise cancellation is underwhelming and Wi-Fi range is weak.,2025-07-07,Anaya B.,True,131
R0000712,P0000702,4,Build quality is solid,Build quality is underwhelming and Wi-Fi range is inconsistent.,2023-09-20,Anaya H.,1,135
R0000713,P0001446,5,Camera is solid,Camera is reliable and ergonomics is reliable.,2023-09-04,Aditi I.,Yes,165
R0000714,P0000956,5,Bluetooth connectivity is solid,Bluetooth connectivity is mediocre and HDR is solid.,2025-03-11,Sara C.,True,133
R0000715,P0001235,4,Performance is impressive,Performance is reliable and heart rate accuracy is solid.,2023-09-17,Anaya Q.,0,197
R0000716,P0000491,4,Ergonomics is impressive,Ergonomics is top-notch and battery life is excellent.,2024-09-26,Rahul R.,False,11
R0000717,P0000520,4,Camera is impressive,Camera is mediocre and notifications is excellent.,2024-10-10,Anil A.,Yes,46
R0000718,P0001876,5,Build quality is mediocre,Build quality is underwhelming and Wi-Fi range is reliable.,2024-11-26,Anil U.,1,198
R0000719,P0001296,1,Battery life is great,Battery life is mediocre and build quality is inconsistent.,2023-02-17,Ira S.,0,249
R0000720,P0000232,4,Charging speed is solid,Charging speed is mediocre and Bluetooth connectivity is inconsistent.,2023-07-27,Aarav A.,0,229
R0000721,P0000356,4,Build quality is great,Build quality is top-notch and battery life is inconsistent.,2024-06-21,Sneha D.,0,202
R0000722,P0001862,5,Performance is great,Performance is reliable and charging speed is inconsistent.,2023-12-17,Anil U.,0,49
R0000723,P0001347,3,Performance is impressive,Performance is underwhelming and build quality is excellent.,2023-05-21,Aarav M.,0,184
R0000724,P0001669,4,Hdr is great,Hdr is underwhelming and contrast is inconsistent.,2024-12-05,Rohan D.,1,34
R0000725,P0000407,5,Display is solid,Display is excellent and comfort is weak.,2025-02-06,Kavya N.,Yes,72
R0000726,P0001916,1,Ergonomics is mediocre,Ergonomics is reliable and charging speed is inconsistent.,2025-03-12,Meera P.,No,53
R0000727,P0000832,3,Battery life is poor,Battery life is mediocre and charging speed is inconsistent.,2024-09-18,Meera O.,False,45
R0000728,P0001671,4,Camera is impressive,Camera is top-notch and ergonomics is solid.,2025-04-08,Aditi K.,No,140
R0000729,P0001980,5,Wi-fi range is impressive,Wi-fi range is excellent and charging speed is weak.,2023-07-24,Aditi R.,0,173
R0000730,P0001145,4,Charging speed is impressive,Charging speed is reliable and noise cancellation is excellent.,2025-11-26,Aryan G.,1,214
R0000731,P0000426,5,Build quality is mediocre,Build quality is top-notch and image quality is solid.,2023-12-19,Vihaan P.,1,59
R0000732,P0000215,1,Software is great,Software is top-notch and fit is weak.,2023-01-28,Rahul D.,1,78
R0000733,P0001093,2,Charging speed is poor,Charging speed is mediocre and build quality is solid.,2023-08-31,Priya P.,0,215
R0000734,P0000516,5,Ergonomics is mediocre,Ergonomics is reliable and image quality is solid.,2025-01-16,Ritu Y.,True,243
R0000735,P0001752,5,Heart rate accuracy is impressive,Heart rate accuracy is underwhelming and noise cancellation is reliable.,2025-03-27,Anaya Y.,True,195
R0000736,P0001734,2,Notifications is poor,Notifications is mediocre and comfort is reliable.,2025-01-02,Diya F.,True,223
R0000737,P0001915,4,Ergonomics is solid,Ergonomics is reliable and heart rate accuracy is reliable.,2025-03-05,Tanvi G.,False,140
R0000738,P0000231,2,Noise cancellation is solid,Noise cancellation is underwhelming and notifications is solid.,2025-09-05,Kavya B.,0,171
R0000739,P0001912,2,Software is great,Software is excellent and noise cancellation is excellent.,2025-04-20,Aryan L.,No,46
R0000740,P0000336,4,Image quality is mediocre,Image quality is reliable and HDR is reliable.,2023-01-09,Vikram H.,No,11
R0000741,P0000010,3,Noise cancellation is great,Noise cancellation is excellent and camera is weak.,2023-01-05,Kavya N.,False,46
R0000742,P0000068,3,Notifications is solid,Notifications is excellent and charging speed is weak.,2023-05-01,Sara M.,Yes,109
R0000743,P0000068,5,Hdr is solid,Hdr is mediocre and battery life is inconsistent.,2025-06-20,Karan O.,0,152
R0000744,P0001021,5,Video stabilization is impressive,Video stabilization is mediocre and image quality is excellent.,2023-07-03,Sana I.,1,40
R0000745,P0001636,1,Notifications is solid,Notifications is mediocre and heart rate accuracy is inconsistent.,2024-03-17,Sara J.,True,8
R0000746,P0001072,3,Contrast is solid,Contrast is excellent and build quality is reliable.,2023-12-21,Vikram T.,No,70
R0000747,P0001001,5,Display is poor,Display is top-notch and Bluetooth connectivity is reliable.,2025-04-05,Rohan Q.,True,126
R0000748,P0001542,5,Port selection is mediocre,Port selection is excellent and ergonomics is reliable.,2025-04-09,Ritu J.,1,132
R0000749,P0001871,3,Port selection is impressive,Port selection is top-notch and refresh rate is weak.,2025-07-20,Kavya R.,False,12
R0000750,P0001853,4,Bluetooth connectivity is great,Bluetooth connectivity is reliable and port selection is inconsistent.,2025-10-18,Kavya I.,1,39
R0000751,P0001521,3,Image quality is poor,Image quality is top-notch and comfort is inconsistent.,2023-05-04,Aditi C.,1,23
R0000752,P0000661,5,Image quality is mediocre,Image quality is underwhelming and build quality is excellent.,2025-04-03,Karan A.,Yes,224
R0000753,P0001477,5,Port selection is impressive,Port selection is underwhelming and video stabilization is excellent.,2023-02-22,Tanvi S.,True,58
R0000754,P0001773,5,Performance is poor,Performance is underwhelming and noise cancellation is inconsistent.,2024-08-02,Diya M.,1,70
R0000755,P0001712,3,Battery life is impressive,Battery life is top-notch and notifications is solid.,2025-11-18,Rahul A.,No,59
R0000756,P0001930,4,Noise cancellation is solid,Noise cancellation is top-notch and notifications is solid.,2023-01-06,Anil P.,False,2
R0000757,P0001281,2,Comfort is great,Comfort is underwhelming and build quality is excellent.,2025-03-07,Aryan U.,False,98
R0000758,P0001431,3,Refresh rate is poor,Refresh rate is mediocre and ergonomics is reliable.,2023-03-22,Farhan G.,0,96
R0000759,P0000683,1,Battery life is great,Battery life is excellent and build quality is weak.,2024-06-25,Aditi D.,False,168
R0000760,P0000754,3,Comfort is solid,Comfort is underwhelming and refresh rate is solid.,2025-10-18,Tanvi D.,True,241
R0000761,P0001452,2,Ergonomics is poor,Ergonomics is excellent and Wi-Fi range is solid.,2023-05-31,Rahul M.,No,76
R0000762,P0001398,4,Wi-fi range is solid,Wi-fi range is mediocre and port selection is inconsistent.,2025-04-24,Kavya W.,Yes,20
R0000763,P0000271,4,Heart rate accuracy is impressive,Heart rate accuracy is excellent and build quality is weak.,2024-03-26,Aarav I.,0,27
R0000764,P0000464,3,Port selection is solid,Port selection is top-notch and Bluetooth connectivity is weak.,2024-10-28,Diya V.,False,31
R0000765,P0001649,5,Performance is great,Performance is mediocre and charging speed is reliable.,2024-08-12,Aditi O.,0,180
R0000766,P0001563,4,Contrast is solid,Contrast is underwhelming and display is reliable.,2023-03-28,Kavya Q.,0,141
R0000767,P0001857,5,Software is great,Software is underwhelming and HDR is reliable.,2024-07-29,Priya G.,1,155
R0000768,P0000333,1,Camera is mediocre,Camera is excellent and notifications is weak.,2023-09-27,Rahul Z.,False,21
R0000769,P0000242,5,Ergonomics is impressive,Ergonomics is top-notch and display is reliable.,2023-10-23,Priya V.,False,135
R0000770,P0000407,4,Battery life is solid,Battery life is excellent and notifications is weak.,2023-03-17,Anil D.,Yes,26
R0000771,P0001538,2,Heart rate accuracy is mediocre,Heart rate accuracy is mediocre and port selection is weak.,2025-05-04,Sana G.,No,55
R0000772,P0000922,5,Camera is great,Camera is reliable and charging speed is reliable.,2023-12-01,Vikram P.,False,89
R0000773,P0001236,2,Comfort is impressive,Comfort is top-notch and display is weak.,2023-03-31,Kavya L.,No,123
R0000774,P0000906,4,Heart rate accuracy is solid,Heart rate accuracy is underwhelming and Wi-Fi range is excellent.,2025-05-27,Aarav A.,False,92
R0000775,P0000935,1,Build quality is impressive,Build quality is mediocre and software is weak.,2023-01-12,Ritu W.,False,11
R0000776,P0000757,4,Contrast is solid,Contrast is reliable and Bluetooth connectivity is solid.,2023-09-21,Nikhil U.,No,218
R0000777,P0001983,4,Software is mediocre,Software is underwhelming and charging speed is solid.,2025-05-15,Farhan V.,No,56
R0000778,P0001146,5,Noise cancellation is solid,Noise cancellation is reliable and battery life is inconsistent.,2023-11-19,Aryan E.,True,60
R0000779,P0000641,1,Image quality is impressive,Image quality is mediocre and charging speed is reliable.,2025-10-29,Meera X.,True,61
R0000780,P0000565,5,Noise cancellation is poor,Noise cancellation is underwhelming and Wi-Fi range is reliable.,2025-04-13,Kavya Y.,Yes,152
R0000781,P0001332,4,Contrast is solid,Contrast is underwhelming and Wi-Fi range is reliable.,2023-12-10,Rohan I.,False,196
R0000782,P0001241,1,Contrast is solid,Contrast is excellent and image quality is excellent.,2023-03-28,Nikhil F.,False,36
R0000783,P0000843,5,Software is impressive,Software is underwhelming and camera is weak.,2025-04-02,Aryan Y.,True,199
R0000784,P0000736,4,Bluetooth connectivity is impressive,Bluetooth connectivity is top-notch and port selection is reliable.,2023-06-30,Vihaan P.,True,81
R0000785,P0000111,2,Noise cancellation is impressive,Noise cancellation is top-notch and video stabilization is inconsistent.,2023-04-13,Kavya R.,True,44
R0000786,P0000476,5,Port selection is great,Port selection is top-notch and image quality is excellent.,2023-11-28,Vikram N.,False,68
R0000787,P0000769,5,Contrast is solid,Contrast is mediocre and ergonomics is weak.,2025-11-19,Rohan J.,True,249
R0000788,P0001922,4,Heart rate accuracy is impressive,Heart rate accuracy is mediocre and display is reliable.,2024-09-25,Meera R.,False,52
R0000789,P0001901,5,Heart rate accuracy is poor,Heart rate accuracy is mediocre and ergonomics is reliable.,2025-05-20,Sana K.,No,90
R0000790,P0000902,5,Performance is poor,Performance is mediocre and refresh rate is excellent.,2024-08-06,Kavya Z.,False,3
