product_id,product_title,brand,category,subtype,price,sku_asin,seller_external_id
P0000265,Amazfit Lite 128GB Tablet,Amazfit,Electronics,Tablet,1133.10,BN3340QBV3,S0000005
P0000266,Huawei Z3 256GB Tablet,Huawei,Electronics,Tablet,1296.50,BVAAGGM6QM,S0000006
P0000267,Amazfit X1 Earbuds,Amazfit,Electronics,Earbuds,95.53,BGFM86H551,S0000007
P0000268,Nokia M3 Monitor,Nokia,Electronics,Monitor,1345.74,BIT35WODMZ,S0000008
P0000269,Nokia Ultra 256GB Smartphone,Nokia,Electronics,Smartphone,1349.36,BFJA3RIHV1,S0000009
P0000270,MSI S1 Router,MSI,Electronics,Router,310.52,BWVUSJBOJ2,S0000010
P0000271,Xiaomi S1 512GB Laptop,Xiaomi,Electronics,Laptop,1963.90,BW2CWZ8YZU,S0000001
P0000272,Boult Go 128GB Tablet,Boult,Electronics,Tablet,293.65,B2YMC232ZJ,S0000002
P0000273,OPPO S3 64GB Laptop,OPPO,Electronics,Laptop,2362.25,BEZ2H8DW2G,S0000003
P0000274,Dell X1 Headphones,Dell,Electronics,Headphones,92.66,BJRDUMCNQ7,S0000004
P0000275,OnePlus X2 512GB Tablet,OnePlus,Electronics,Tablet,710.13,BAN3ZJEGTZ,S0000005
P0000276,Realme Ultra TV,Realme,Electronics,TV,3873.79,BDXD0HY4GY,S0000006
P0000277,Canon Ultra Earbuds,Canon,Electronics,Earbuds,219.66,BWUF33KYNE,S0000007
P0000278,GoPro S2 256GB Smartphone,GoPro,Electronics,Smartphone,1103.70,B41F20YM1Z,S0000008
P0000279,Apple Go Smartwatch,Apple,Electronics,Smartwatch,1030.45,BENB1M2MOV,S0000009
P0000280,Xiaomi Pro Headphones,Xiaomi,Electronics,Headphones,408.15,BASENIKVYX,S0000010
P0000281,Motorola Bolt Headphones,Motorola,Electronics,Headphones,241.63,BLT24MN3GO,S0000001
P0000282,OPPO Go Earbuds,OPPO,Electronics,Earbuds,203.87,B1RGTDRG81,S0000002
P0000283,Amazfit Neo Earbuds,Amazfit,Electronics,Earbuds,66.88,B7RPRRK5Y9,S0000003
P0000284,Nokia X2 64GB Tablet,Nokia,Electronics,Tablet,1076.74,BJ98DZ50XR,S0000004
P0000285,TP-Link Bolt Camera,TP-Link,Electronics,Camera,4323.98,BDUKGVQJAQ,S0000005
P0000286,Marshall Edge Camera,Marshall,Electronics,Camera,2893.45,BTAJP1TL1P,S0000006
P0000287,Garmin Lite Camera,Garmin,Electronics,Camera,4100.96,BMB4HS1Z31,S0000007
P0000288,Sony Prime TV,Sony,Electronics,TV,2564.64,BTICPZA3DT,S0000008
P0000289,Amazfit Ultra TV,Amazfit,Electronics,TV,4341.21,BILTD4HDI9,S0000009
P0000290,Boult S2 Router,Boult,Electronics,Router,226.09,BL9PWD47WD,S0000010
P0000291,Huawei X2 Router,Huawei,Electronics,Router,63.10,B9U1LIBSV7,S0000001
P0000292,LG Edge Monitor,LG,Electronics,Monitor,501.46,BGWWQQE5DI,S0000002
P0000293,Netgear Prime Router,Netgear,Electronics,Router,137.89,BXLYJDBPX7,S0000003
P0000294,OPPO S1 TV,OPPO,Electronics,TV,4070.78,BJEDKPY23E,S0000004
P0000295,LG Lite TV,LG,Electronics,TV,317.36,BWDZYVC5YT,S0000005
P0000296,Audio-Technica Lite Headphones,Audio-Technica,Electronics,Headphones,536.02,BN65NK7CM5,S0000006
P0000297,Xiaomi Neo Monitor,Xiaomi,Electronics,Monitor,1193.63,B9GPD9C8XV,S0000007
P0000298,Audio-Technica Z3 Speaker,Audio-Technica,Electronics,Speaker,746.16,B17AG146PS,S0000008
P0000299,HP M3 TV,HP,Electronics,TV,948.50,BGN0XGB8U9,S0000009
P0000300,LG X1 Headphones,LG,Electronics,Headphones,346.94,BF0HLGPXFM,S0000010
P0000301,Huawei Edge 64GB Tablet,Huawei,Electronics,Tablet,600.00,B5PZ1DE80I,S0000001
P0000302,Vivo S1 Camera,Vivo,Electronics,Camera,714.57,BB0RVET3IY,S0000002
P0000303,boAt Neo Monitor,boAt,Electronics,Monitor,332.09,BZU4KLMRHD,S0000003
P0000304,Audio-Technica S1 Earbuds,Audio-Technica,Electronics,Earbuds,99.59,BMT29GVME4,S0000004
P0000305,Canon Z3 Earbuds,Canon,Electronics,Earbuds,111.61,BU7LK6RCQ2,S0000005
P0000306,LG Lite Speaker,LG,Electronics,Speaker,310.82,BVFHJNPTTA,S0000006
P0000307,Boult M3 Monitor,Boult,Electronics,Monitor,1323.67,B7KXQAMGM3,S0000007
P0000308,Vivo Air 256GB Tablet,Vivo,Electronics,Tablet,374.25,BELM7DGXX4,S0000008
P0000309,OnePlus Edge 128GB Smartphone,OnePlus,Electronics,Smartphone,499.61,BRN4DQI90D,S0000009
P0000310,Sennheiser Z3 256GB Tablet,Sennheiser,Electronics,Tablet,359.43,B1IJK24BD9,S0000010
P0000311,D-Link S3 Speaker,D-Link,Electronics,Speaker,651.32,B092AWEYVD,S0000001
P0000312,Canon Z3 Speaker,Canon,Electronics,Speaker,248.16,BKPM46R2MZ,S0000002
P0000313,TP-Link Pro Router,TP-Link,Electronics,Router,305.55,BUO59AW3ME,S0000003
P0000314,Realme Go TV,Realme,Electronics,TV,3566.55,B2Z48FRJ5W,S0000004
P0000315,ASUS X2 Speaker,ASUS,Electronics,Speaker,206.90,B2TVTY4G1G,S0000005
P0000316,LG M3 Speaker,LG,Electronics,Speaker,355.98,BNZF471JZ1,S0000006
P0000317,Marshall S2 Earbuds,Marshall,Electronics,Earbuds,130.93,BYGVJX5F7P,S0000007
P0000318,Samsung Bolt Smartwatch,Samsung,Electronics,Smartwatch,814.75,BK9CPA8ENX,S0000008
P0000319,OnePlus X1 TV,OnePlus,Electronics,TV,555.71,B2M52819YN,S0000009
P0000320,Sony X2 Headphones,Sony,Electronics,Headphones,110.38,BJ2JJEJIBY,S0000010
P0000321,OnePlus Ultra Monitor,OnePlus,Electronics,Monitor,345.95,BNQPNM3RQO,S0000001
P0000322,Nokia Pro Camera,Nokia,Electronics,Camera,1909.40,B1KSGFLLOR,S0000002
P0000323,Nikon Lite Camera,Nikon,Electronics,Camera,2924.03,BUTAHY86BE,S0000003
P0000324,Nikon Bolt Monitor,Nikon,Electronics,Monitor,1032.98,B2HLOP893Y,S0000004
P0000325,ASUS Air 512GB Laptop,ASUS,Electronics,Laptop,2823.91,B9CMSX72GB,S0000005
P0000326,Marshall Z3 Speaker,Marshall,Electronics,Speaker,650.66,BU9KNEIR29,S0000006
P0000327,Nikon Z3 Smartwatch,Nikon,Electronics,Smartwatch,821.82,BMKBMHLSFZ,S0000007
P0000328,Canon X3 Router,Canon,Electronics,Router,351.56,BPLMQKF1BT,S0000008
P0000329,LG Edge Smartwatch,LG,Electronics,Smartwatch,890.35,BTVAXLLMMO,S0000009
P0000330,Samsung X2 Monitor,Samsung,Electronics,Monitor,1469.64,B090GQCTUY,S0000010
P0000331,Xiaomi S3 Monitor,Xiaomi,Electronics,Monitor,1811.55,B4A685M2IZ,S0000001
P0000332,OPPO S3 Speaker,OPPO,Electronics,Speaker,594.69,B4S1E66AYX,S0000002
P0000333,Lenovo Z3 128GB Tablet,Lenovo,Electronics,Tablet,714.93,B71CJ5G05C,S0000003
P0000334,JBL S1 Router,JBL,Electronics,Router,246.86,BT862UN7R4,S0000004
P0000335,Nokia X2 Monitor,Nokia,Electronics,Monitor,725.17,BD20CZWOO2,S0000005
P0000336,JBL Prime Speaker,JBL,Electronics,Speaker,43.36,BAZ5DXJWBS,S0000006
P0000337,LG S1 Earbuds,LG,Electronics,Earbuds,35.58,BA4R11XYEV,S0000007
P0000338,Motorola Ultra 64GB Smartphone,Motorola,Electronics,Smartphone,841.65,BFQ33UJ44X,S0000008
P0000339,Garmin Edge Monitor,Garmin,Electronics,Monitor,1360.54,BP43N2U1NO,S0000009
P0000340,Marshall Prime 64GB Smartphone,Marshall,Electronics,Smartphone,1103.26,BL9JRYVMDL,S0000010
P0000341,Sennheiser X2 512GB Tablet,Sennheiser,Electronics,Tablet,313.69,B05A5VM2OC,S0000001
P0000342,Lenovo Edge Router,Lenovo,Electronics,Router,100.90,BI9ZI17KJU,S0000002
P0000343,Marshall S3 Camera,Marshall,Electronics,Camera,4471.59,BF3W0T1HTC,S0000003
P0000344,JBL Z3 Monitor,JBL,Electronics,Monitor,1773.20,BGK6F15QA7,S0000004
P0000345,Xiaomi Neo Headphones,Xiaomi,Electronics,Headphones,181.52,B7KEHHFMKK,S0000005
P0000346,OPPO X3 32GB Smartphone,OPPO,Electronics,Smartphone,647.64,BFSA05ZD7X,S0000006
P0000347,boAt X2 512GB Smartphone,boAt,Electronics,Smartphone,1695.83,BWQA8NVFRW,S0000007
P0000348,TP-Link Pro 512GB Tablet,TP-Link,Electronics,Tablet,1179.03,BC2JU1MDJG,S0000008
P0000349,Samsung Neo Speaker,Samsung,Electronics,Speaker,449.90,BY8O35DDGK,S0000009
P0000350,Netgear Edge Smartwatch,Netgear,Electronics,Smartwatch,1086.77,BVMER0XBK5,S0000010
P0000351,Amazfit S1 Headphones,Amazfit,Electronics,Headphones,300.70,BNCQRDKI00,S0000001
P0000352,Huawei S2 Router,Huawei,Electronics,Router,213.94,BNS4ZVPBRQ,S0000002
P0000353,OnePlus S3 Speaker,OnePlus,Electronics,Speaker,492.27,BQP3EPZRQF,S0000003
P0000354,Marshall Z3 Monitor,Marshall,Electronics,Monitor,361.34,B6CJQ0LHN0,S0000004
P0000355,Canon Go Headphones,Canon,Electronics,Headphones,281.90,BMUEA10CW7,S0000005
P0000356,Canon Bolt 256GB Smartphone,Canon,Electronics,Smartphone,1593.54,BBIIZHCJPF,S0000006
P0000357,Audio-Technica M3 TV,Audio-Technica,Electronics,TV,2049.18,B7KXUJEBS5,S0000007
P0000358,Sony Ultra Smartwatch,Sony,Electronics,Smartwatch,113.45,BU8FYPUJ7J,S0000008
P0000359,Netgear Bolt Camera,Netgear,Electronics,Camera,4496.65,BGV4X24Y96,S0000009
P0000360,Nikon X1 TV,Nikon,Electronics,TV,4530.28,B3GY7WO0OO,S0000010
P0000361,ASUS Go Speaker,ASUS,Electronics,Speaker,418.73,BMNPLVZHVG,S0000001
P0000362,Apple M3 Headphones,Apple,Electronics,Headphones,662.24,BY7SPD632H,S0000002
P0000363,JBL Air Speaker,JBL,Electronics,Speaker,743.66,BATWAKJIPT,S0000003
P0000364,Dell X3 128GB Smartphone,Dell,Electronics,Smartphone,1760.34,BX5CJTGPZO,S0000004
P0000365,Canon S1 Speaker,Canon,Electronics,Speaker,48.83,B96DCLGBLB,S0000005
P0000366,Garmin Edge Smartwatch,Garmin,Electronics,Smartwatch,462.61,BO2DNYL9WN,S0000006
P0000367,Canon S3 Earbuds,Canon,Electronics,Earbuds,60.51,BJUY1EFWAJ,S0000007
P0000368,TP-Link S2 Monitor,TP-Link,Electronics,Monitor,939.34,B0NL2IYRSZ,S0000008
P0000369,ASUS X2 Router,ASUS,Electronics,Router,268.61,B183ZLAVTD,S0000009
P0000370,JBL Lite Camera,JBL,Electronics,Camera,2367.25,B4384OEYNM,S0000010
P0000371,Vivo Prime Camera,Vivo,Electronics,Camera,1584.94,BGFQTS49RW,S0000001
P0000372,MSI Z3 TV,MSI,Electronics,TV,4082.36,BX7KC462AZ,S0000002
P0000373,D-Link Air Smartwatch,D-Link,Electronics,Smartwatch,460.72,BKY3LHH72J,S0000003
P0000374,Boult Lite 32GB Laptop,Boult,Electronics,Laptop,1593.97,B6AZ6TPM25,S0000004
P0000375,Realme Air 256GB Smartphone,Realme,Electronics,Smartphone,245.18,B6IAG1CACZ,S0000005
P0000376,Motorola X1 Monitor,Motorola,Electronics,Monitor,1037.30,BWG6P0X84N,S0000006
P0000377,Redmi X2 Earbuds,Redmi,Electronics,Earbuds,116.95,BK5FXG4YY6,S0000007
P0000378,Canon Go 32GB Tablet,Canon,Electronics,Tablet,1377.16,B014BD3CTQ,S0000008
P0000379,Nikon M3 512GB Laptop,Nikon,Electronics,Laptop,3895.36,BM0TWA2QCS,S0000009
P0000380,Realme S2 Monitor,Realme,Electronics,Monitor,621.36,B6FI552CU1,S0000010
P0000381,Nokia X2 Earbuds,Nokia,Electronics,Earbuds,50.15,B2RZ2ONX54,S0000001
P0000382,Xiaomi Ultra Speaker,Xiaomi,Electronics,Speaker,541.00,BQ7MT8Y369,S0000002
P0000383,TP-Link M3 TV,TP-Link,Electronics,TV,4111.34,BFW40S3843,S0000003
P0000384,Motorola Z3 Headphones,Motorola,Electronics,Headphones,149.80,BOOQKJ48VG,S0000004
P0000385,ASUS S1 32GB Smartphone,ASUS,Electronics,Smartphone,1638.12,BLVTVGY3HU,S0000005
P0000386,Sennheiser Air Smartwatch,Sennheiser,Electronics,Smartwatch,299.88,BTK7NFNYRR,S0000006
P0000387,Motorola Lite 128GB Laptop,Motorola,Electronics,Laptop,1678.96,BI0HE2TAXM,S0000007
P0000388,Dell Lite Headphones,Dell,Electronics,Headphones,569.12,BLLHWESSFI,S0000008
P0000389,Redmi Lite Speaker,Redmi,Electronics,Speaker,493.14,BNOXRZKAV4,S0000009
P0000390,LG Lite Headphones,LG,Electronics,Headphones,631.16,B6ECFQRH96,S0000010
P0000391,Canon Prime Camera,Canon,Electronics,Camera,3712.01,BL4GBOMW33,S0000001
P0000392,Realme Edge 64GB Laptop,Realme,Electronics,Laptop,3262.82,BS4LO5I81O,S0000002
P0000393,Lenovo S3 Speaker,Lenovo,Electronics,Speaker,352.57,BKF5RBOP37,S0000003
P0000394,Garmin Air 32GB Laptop,Garmin,Electronics,Laptop,1498.84,BMYKZGT8VC,S0000004
P0000395,Canon Pro Speaker,Canon,Electronics,Speaker,363.95,BCG1D3MFE7,S0000005
P0000396,GoPro Prime TV,GoPro,Electronics,TV,3299.18,BCMMT5JYIS,S0000006
P0000397,MSI Lite Camera,MSI,Electronics,Camera,2640.01,BZKSN1VCPQ,S0000007
P0000398,boAt S1 Monitor,boAt,Electronics,Monitor,1847.23,B9T7R8CKZV,S0000008
P0000399,HP Pro Smartwatch,HP,Electronics,Smartwatch,790.01,BGJLPMA3D7,S0000009
P0000400,Marshall S2 512GB Smartphone,Marshall,Electronics,Smartphone,1016.12,B9X10GQ7SX,S0000010
P0000401,Dell Pro Monitor,Dell,Electronics,Monitor,362.11,BQ55XBHUIO,S0000001
P0000402,Samsung S3 256GB Smartphone,Samsung,Electronics,Smartphone,1113.16,BB47E2EH2M,S0000002
P0000403,Netgear Neo TV,Netgear,Electronics,TV,2331.68,BGQJXYU1QB,S0000003
P0000404,boAt Go Headphones,boAt,Electronics,Headphones,265.23,BRP6VB5UTU,S0000004
P0000405,Motorola S1 TV,Motorola,Electronics,TV,1053.45,B4TBSQQJF2,S0000005
P0000406,GoPro Prime 512GB Smartphone,GoPro,Electronics,Smartphone,1797.29,BXXXV6QU3H,S0000006
P0000407,Audio-Technica Pro TV,Audio-Technica,Electronics,TV,4698.41,B50VI3O85J,S0000007
P0000408,MSI Bolt Headphones,MSI,Electronics,Headphones,57.47,BZV36VQ1A0,S0000008
P0000409,Canon Neo TV,Canon,Electronics,TV,4545.72,BZDBSO6XLG,S0000009
P0000410,Huawei S3 Router,Huawei,Electronics,Router,112.68,BNV00NTC83,S0000010
P0000411,Boult Bolt Headphones,Boult,Electronics,Headphones,414.39,BBLNBI0Y6K,S0000001
P0000412,Realme Air Router,Realme,Electronics,Router,183.75,B13HBYYSZV,S0000002
P0000413,D-Link Bolt 256GB Laptop,D-Link,Electronics,Laptop,3753.28,B9L330PPHN,S0000003
P0000414,Redmi Z3 Headphones,Redmi,Electronics,Headphones,60.77,BQK9BTDM1D,S0000004
P0000415,TP-Link Ultra Smartwatch,TP-Link,Electronics,Smartwatch,443.50,BN025ID7I3,S0000005
P0000416,Huawei X3 TV,Huawei,Electronics,TV,2124.33,BTA3SIZGBL,S0000006
P0000417,Sony Prime Camera,Sony,Electronics,Camera,1560.87,BBFUDXFCHV,S0000007
P0000418,Vivo Neo 512GB Laptop,Vivo,Electronics,Laptop,3903.16,BKC922413M,S0000008
P0000419,boAt S2 128GB Laptop,boAt,Electronics,Laptop,2457.76,BA6DB4G287,S0000009
P0000420,Xiaomi Z3 Monitor,Xiaomi,Electronics,Monitor,519.36,BX0F6P7JM6,S0000010
P0000421,Redmi Air 64GB Laptop,Redmi,Electronics,Laptop,3460.70,BX00NNHMVV,S0000001
P0000422,Motorola Ultra Smartwatch,Motorola,Electronics,Smartwatch,958.28,B0MICS8GPW,S0000002
P0000423,OnePlus S1 Camera,OnePlus,Electronics,Camera,3392.95,BV7259CEK0,S0000003
P0000424,TP-Link M3 128GB Smartphone,TP-Link,Electronics,Smartphone,495.15,BLTH3JG2MC,S0000004
P0000425,OnePlus Z3 TV,OnePlus,Electronics,TV,3008.06,BFD3RBFGXX,S0000005
P0000426,Vivo M3 Monitor,Vivo,Electronics,Monitor,1468.64,BQUOL3K9BD,S0000006
P0000427,Xiaomi Air Smartwatch,Xiaomi,Electronics,Smartwatch,344.57,B40TMRER0E,S0000007
P0000428,Samsung S1 Camera,Samsung,Electronics,Camera,1567.61,BKN39P5GUG,S0000008
P0000429,Dell Pro 32GB Smartphone,Dell,Electronics,Smartphone,267.29,BCG467TJKZ,S0000009
P0000430,Apple Prime Earbuds,Apple,Electronics,Earbuds,94.77,BIGXSVNPQW,S0000010
P0000431,Motorola Air Monitor,Motorola,Electronics,Monitor,1859.22,B9N6TPVBCR,S0000001
P0000432,MSI S1 Monitor,MSI,Electronics,Monitor,1669.26,B9IJF8PW6C,S0000002
P0000433,Samsung Prime 32GB Laptop,Samsung,Electronics,Laptop,1238.44,BUKZZSWJH4,S0000003
P0000434,Lenovo Lite Monitor,Lenovo,Electronics,Monitor,720.80,BJ92AZZO0S,S0000004
P0000435,Dell Go Camera,Dell,Electronics,Camera,3122.49,BIQ1RURKOI,S0000005
P0000436,OPPO Neo Headphones,OPPO,Electronics,Headphones,97.00,BJS4Q33DMM,S0000006
P0000437,GoPro Air Earbuds,GoPro,Electronics,Earbuds,260.27,BCQFNR4QS2,S0000007
P0000438,Dell X3 Smartwatch,Dell,Electronics,Smartwatch,114.33,B27Y6EC4CN,S0000008
P0000439,Audio-Technica Neo Router,Audio-Technica,Electronics,Router,298.21,BEGRY61LFE,S0000009
P0000440,Amazfit X3 Camera,Amazfit,Electronics,Camera,3730.69,BRCSHEUCS2,S0000010
P0000441,OPPO Neo Headphones,OPPO,Electronics,Headphones,655.83,B8X7VXOA8A,S0000001
P0000442,MSI S3 512GB Laptop,MSI,Electronics,Laptop,3462.36,BCTO8MHEO3,S0000002
P0000443,Realme Z3 Headphones,Realme,Electronics,Headphones,159.66,B3NPGT61BF,S0000003
P0000444,Garmin Pro 64GB Laptop,Garmin,Electronics,Laptop,3499.36,BE37EB7DLM,S0000004
P0000445,Apple Ultra Earbuds,Apple,Electronics,Earbuds,363.98,BMXMX6NG1U,S0000005
P0000446,boAt Edge Smartwatch,boAt,Electronics,Smartwatch,79.82,B2XMS6XK7H,S0000006
P0000447,Sony X2 Router,Sony,Electronics,Router,323.66,BHTJMOTBXE,S0000007
P0000448,MSI Bolt Smartwatch,MSI,Electronics,Smartwatch,132.76,BVZG74AWKZ,S0000008
P0000449,Dell Go Earbuds,Dell,Electronics,Earbuds,384.56,BD37T49VWC,S0000009
P0000450,Samsung Ultra Router,Samsung,Electronics,Router,239.14,BPZQ0ZGBHL,S0000010
P0000451,Nikon Edge Speaker,Nikon,Electronics,Speaker,334.96,BWX63I33HE,S0000001
P0000452,Nokia Lite TV,Nokia,Electronics,TV,4532.36,BK20IE74EA,S0000002
P0000453,Canon X2 Earbuds,Canon,Electronics,Earbuds,261.38,BOS3AIYHFX,S0000003
P0000454,Dell Ultra TV,Dell,Electronics,TV,1388.38,BSHHP3VH3O,S0000004
P0000455,Huawei Pro TV,Huawei,Electronics,TV,2793.39,BD19NVUHXF,S0000005
P0000456,Sennheiser X3 TV,Sennheiser,Electronics,TV,924.09,BAO6O719DG,S0000006
P0000457,Apple Pro Speaker,Apple,Electronics,Speaker,680.65,BO85GEZX74,S0000007
P0000458,OPPO Lite Speaker,OPPO,Electronics,Speaker,101.45,BS9M7ZG0C4,S0000008
P0000459,Audio-Technica Prime 256GB Tablet,Audio-Technica,Electronics,Tablet,721.28,BBMYXX8DG2,S0000009
P0000460,Dell Lite Router,Dell,Electronics,Router,196.36,BB8GREYTM8,S0000010
P0000461,OnePlus Pro Smartwatch,OnePlus,Electronics,Smartwatch,286.85,BBVXQXBKUB,S0000001
P0000462,MSI Lite Smartwatch,MSI,Electronics,Smartwatch,855.46,B5DZXN4L0O,S0000002
P0000463,Samsung M3 Camera,Samsung,Electronics,Camera,2533.47,BBIEZ5AJLX,S0000003
P0000464,OnePlus S2 128GB Laptop,OnePlus,Electronics,Laptop,2268.06,B9SS0CT2V9,S0000004
P0000465,TP-Link Prime 512GB Tablet,TP-Link,Electronics,Tablet,882.48,BFZEGXZ1SB,S0000005
P0000466,MSI Ultra 512GB Smartphone,MSI,Electronics,Smartphone,1131.12,BAO1B4MQZL,S0000006
P0000467,Samsung S3 Router,Samsung,Electronics,Router,114.58,BIPXX84JJ6,S0000007
P0000468,Dell Neo TV,Dell,Electronics,TV,1300.28,B4MK5DMI3E,S0000008
P0000469,Sennheiser Prime Speaker,Sennheiser,Electronics,Speaker,413.90,BR82F7VYFH,S0000009
P0000470,LG Go 256GB Smartphone,LG,Electronics,Smartphone,1919.00,BUYPRKYLZV,S0000010
P0000471,GoPro Bolt 32GB Laptop,GoPro,Electronics,Laptop,2950.99,BJTZ8FE9IW,S0000001
P0000472,Motorola Bolt Speaker,Motorola,Electronics,Speaker,796.07,B7MENT63JU,S0000002
P0000473,boAt Edge Camera,boAt,Electronics,Camera,3959.00,BGK0EBXB83,S0000003
P0000474,MSI Edge Camera,MSI,Electronics,Camera,3185.04,BUVLWO3151,S0000004
P0000475,Samsung Air TV,Samsung,Electronics,TV,4004.10,B0XNTYRSJB,S0000005
P0000476,LG X2 Camera,LG,Electronics,Camera,642.74,BTAXW0EJDB,S0000006
P0000477,Amazfit Air 512GB Tablet,Amazfit,Electronics,Tablet,495.47,BQSK5KS91R,S0000007
P0000478,TP-Link S2 Camera,TP-Link,Electronics,Camera,4611.65,B7PCY3LYM8,S0000008
P0000479,JBL M3 Headphones,JBL,Electronics,Headphones,97.16,BLUOSBYFOF,S0000009
P0000480,Motorola Z3 Headphones,Motorola,Electronics,Headphones,441.50,BUQIEOC86O,S0000010
P0000481,Huawei M3 256GB Smartphone,Huawei,Electronics,Smartphone,1528.97,B1IMUJKAPP,S0000001
P0000482,Marshall M3 Speaker,Marshall,Electronics,Speaker,80.80,BUXLB8OPQJ,S0000002
P0000483,OnePlus Bolt Earbuds,OnePlus,Electronics,Earbuds,117.57,BWE0LZJ520,S0000003
P0000484,Lenovo Go Camera,Lenovo,Electronics,Camera,4581.21,BLVL2T5E3X,S0000004
P0000485,Nokia X1 256GB Tablet,Nokia,Electronics,Tablet,953.93,BNDWABIG2G,S0000005
P0000486,TP-Link Ultra Camera,TP-Link,Electronics,Camera,3872.53,BMCW21RUXU,S0000006
P0000487,Marshall Edge Speaker,Marshall,Electronics,Speaker,712.63,BXTDG9EWCS,S0000007
P0000488,Samsung Z3 Smartwatch,Samsung,Electronics,Smartwatch,181.35,B7LUVVPSP1,S0000008
P0000489,Boult Prime Smartwatch,Boult,Electronics,Smartwatch,895.53,BT5L5IRFR4,S0000009
P0000490,Apple Lite Monitor,Apple,Electronics,Monitor,851.64,BGFFPE7C0N,S0000010
P0000491,Motorola Ultra Earbuds,Motorola,Electronics,Earbuds,141.90,BZXLHM37O2,S0000001
P0000492,OPPO Prime Earbuds,OPPO,Electronics,Earbuds,336.77,BA1Y4FY2BI,S0000002
P0000493,Boult Edge 32GB Laptop,Boult,Electronics,Laptop,1690.74,BFY1P1KF10,S0000003
P0000494,Dell Pro 128GB Laptop,Dell,Electronics,Laptop,2474.35,BGU0017KBI,S0000004
P0000495,Redmi Bolt Speaker,Redmi,Electronics,Speaker,581.73,BZO9V5OS7V,S0000005
P0000496,Redmi Edge 512GB Smartphone,Redmi,Electronics,Smartphone,1598.37,BVN6DZ14MV,S0000006
P0000497,boAt S1 Headphones,boAt,Electronics,Headphones,230.40,BZCWVTJIG9,S0000007
P0000498,Sennheiser S2 Camera,Sennheiser,Electronics,Camera,3678.17,BY6UF7POSV,S0000008
P0000499,Vivo M3 Router,Vivo,Electronics,Router,243.75,B6DLFHWIK5,S0000009
P0000500,Samsung S2 Headphones,Samsung,Electronics,Headphones,435.24,BL2QU0B45K,S0000010
P0000501,Dell Edge 512GB Tablet,Dell,Electronics,Tablet,409.06,BBG95OHEXC,S0000001
P0000502,Samsung S1 Headphones,Samsung,Electronics,Headphones,532.36,B3NN7YNVO5,S0000002
P0000503,HP Edge 256GB Smartphone,HP,Electronics,Smartphone,1560.12,BDF82NUJU9,S0000003
P0000504,Amazfit Neo TV,Amazfit,Electronics,TV,594.65,BGCTSMM2N8,S0000004
P0000505,Amazfit Prime 128GB Tablet,Amazfit,Electronics,Tablet,1259.86,BHSTHNVPM9,S0000005
P0000506,D-Link X3 Monitor,D-Link,Electronics,Monitor,1014.10,BOS0I3WX6G,S0000006
P0000507,HP M3 Speaker,HP,Electronics,Speaker,326.81,BHKVJERQP6,S0000007
P0000508,Xiaomi M3 Monitor,Xiaomi,Electronics,Monitor,1970.01,BV4D4SWIJK,S0000008
P0000509,JBL M3 Speaker,JBL,Electronics,Speaker,308.67,BQ2V528OOG,S0000009
P0000510,Redmi S3 Camera,Redmi,Electronics,Camera,4342.53,B3EROBL0AY,S0000010
P0000511,Realme X1 Monitor,Realme,Electronics,Monitor,256.98,BGWJYST7HC,S0000001
P0000512,Vivo S3 128GB Tablet,Vivo,Electronics,Tablet,1402.16,BSSAUKWG28,S0000002
P0000513,MSI Neo Monitor,MSI,Electronics,Monitor,1601.83,BUUJPUCDBJ,S0000003
P0000514,MSI S3 Camera,MSI,Electronics,Camera,4593.77,BELWKS0OWT,S0000004
P0000515,MSI S2 Monitor,MSI,Electronics,Monitor,876.88,BQYB85JF4O,S0000005
P0000516,OPPO Go 64GB Laptop,OPPO,Electronics,Laptop,3431.41,BFZX8DOXHW,S0000006
P0000517,JBL M3 Headphones,JBL,Electronics,Headphones,487.86,BLE1E22U1T,S0000007
P0000518,Realme Prime Monitor,Realme,Electronics,Monitor,1674.38,B6DC2GRS2H,S0000008
P0000519,JBL Z3 Smartwatch,JBL,Electronics,Smartwatch,493.23,BD9V6TKJT7,S0000009
P0000520,MSI S2 Earbuds,MSI,Electronics,Earbuds,399.52,B6WPH9DITV,S0000010
P0000521,Dell Neo Headphones,Dell,Electronics,Headphones,678.88,BKH1HW71Q7,S0000001
P0000522,ASUS Lite Earbuds,ASUS,Electronics,Earbuds,246.36,BIBFIFD9D1,S0000002
P0000523,Xiaomi X3 Camera,Xiaomi,Electronics,Camera,4172.39,BLS2SQYKP2,S0000003
P0000524,MSI Go 128GB Laptop,MSI,Electronics,Laptop,3510.85,BXHB98YY94,S0000004
P0000525,GoPro S3 Headphones,GoPro,Electronics,Headphones,295.33,B4JQ31275D,S0000005
P0000526,Nikon Edge 512GB Tablet,Nikon,Electronics,Tablet,933.56,B4CA8I7R1G,S0000006
P0000527,Dell Pro Smartwatch,Dell,Electronics,Smartwatch,1083.95,B1XR2NE0HH,S0000007
P0000528,HP X3 32GB Laptop,HP,Electronics,Laptop,2765.68,B1DSRI4FJR,S0000008
P0000529,Amazfit S2 256GB Laptop,Amazfit,Electronics,Laptop,2514.59,BOQP7SPQP1,S0000009
P0000530,boAt Edge TV,boAt,Electronics,TV,2179.94,BQ1VKT0EM1,S0000010
